,x0,x1,x34,x35,x36,x41,x45,x46,x68,x84,x93,x94
54,49.44058849,-18.32586047,Nissan,Wednesday,6.586133036,2388.15,0.0,-6.755158574,Jul,15.14239635,America,0.139779386
55,29.86371838,-1.760596383,Volkswagen,Wednesday,0.484970351,539.67,0.0,-0.34612572,Jul,16.40303528,Asia,-0.00107129
56,44.23665434,8.865742938,Volkswagen,Thursday,-0.738698144,2134.08,0.0,2.740051601,Jun,-0.860814661,America,1.306678102
57,-31.88912569,-0.219391024,Volkswagen,Wednesday,-1.178551207,-661.52,0.0,4.024780643,Jun,0.879232475,Asia,0.032292361
58,-19.97516453,-16.75107217,Honda,Wednesday,3.100069698,1201.93,0.01,-7.868738367,Aug,3.074940007,Asia,-0.065674711
59,-7.844810661,10.20047629,BMW,Thursday,-0.313889451,-286.83,0.01,-1.290271777,May,-4.030642863,Asia,-0.16030567
60,-2.857153992,-8.516064653,BMW,Wednesday,-0.749590619,636.2,0.0,1.411148034,Jun,10.10387275,Asia,2.094830442
61,3.338762586,-11.46230291,Volkswagen,Wednesday,1.7118121,-1407.27,-0.01,-1.602640342,Sep,22.86586272,Asia,1.006964264
62,18.5310677,-0.871576427,Volkswagen,Thursday,3.100585821,-1090.66,0.01,-0.604869631,Jul,2.364872259,Asia,1.20261963
63,21.62435217,-7.060501874,Volkswagen,Thursday,3.397706561,-289.83,-0.02,3.963667681,Aug,14.43037166,Asia,-1.9555939
64,25.82249224,9.467358449,Chrysler,Wednesday,-2.261048053,365.33,0.01,-1.392021734,Sep,-15.55751813,Asia,1.501776252
65,11.24336345,18.85017024,BMW,Thursday,-0.861119806,372.62,-0.02,-3.797125844,Jun,5.265867373,Asia,2.013078584
66,-42.21754757,25.05081302,Tesla,Thursday,6.419681405,1410.97,0.0,-3.444874694,Aug,-5.965054221,Asia,-0.660003961
67,-10.00363348,-24.38324637,BMW,Tuesday,2.89926147,983.98,0.0,1.942824821,Mar,-11.98116026,Asia,-1.206540791
68,18.49034693,39.11059481,Toyota,Wednesday,-2.168777146,-407.4,0.0,-5.857492608,Jun,-13.30075318,Asia,0.269566734
69,62.80075683,-20.30873077,BMW,Thursday,-2.455500825,-333.82,0.0,3.531335266,Oct,6.086251628,Asia,1.551565526
70,-2.392135963,-13.30054097,Volkswagen,Thursday,0.676571162,-1330.64,0.01,-2.137260653,Jun,-13.12508258,Asia,-0.832188845
71,9.729254406,-10.12558391,Nissan,Thursday,-2.391202488,-738.88,0.01,-0.342919732,Sep,2.561861895,Asia,0.320921307
72,-0.37508848,-28.85281964,BMW,Wednesday,5.758918757,-0.09,-0.01,-6.004975878,Jul,5.878470142,Asia,1.307604972
73,-46.35628572,-5.147036303,Honda,Tuesday,3.345647193,-447.73,-0.01,6.999606919,Jun,0.166119406,Asia,1.395265376
74,51.09303917,-9.522971572,BMW,Wednesday,-2.294933309,587.9,0.0,8.732097574,Jul,10.36652168,America,-0.512175757
75,-26.08491231,4.122535124,Chrysler,Thursday,-3.768411668,575.25,0.01,-4.290138167,Sep,-3.686417947,Asia,2.045434243
76,-66.45282254,-10.46351232,Volkswagen,Wednesday,3.586522441,-2171.55,0.02,14.37585957,Jun,-1.225855235,Asia,0.68363792
77,-5.64845988,11.37167996,Volkswagen,Wednesday,2.770597448,1185.39,0.02,-3.602884645,Aug,-11.09304758,Asia,-0.122208618
78,-5.806974326,-28.3684288,Volkswagen,Thursday,-4.3794898,-1053.0,-0.01,3.73471753,Jul,1.893053602,America,-2.746531609
79,-8.926817082,-2.94811427,Toyota,Wednesday,7.58001222,666.43,0.0,11.01185863,May,-7.209956119,Asia,0.933454379
80,-54.28292521,-1.545860244,BMW,Wednesday,3.147518722,-160.13,0.0,0.366523248,Aug,0.392377362,America,-0.14644565
81,45.62903659,-27.56424461,BMW,Thursday,3.883575287,-1320.24,-0.01,-11.54614989,Aug,8.232118935,Europe,-1.094677262
82,-17.37844155,-3.91781484,Honda,Wednesday,-1.782071021,-344.32,0.02,-9.399979812,Apr,2.624923855,Asia,-0.021428972
83,1.763013793,14.07450861,Toyota,Wednesday,3.731069161,-204.6,0.01,1.819226048,Jul,-2.962025025,Asia,1.506788984
84,20.17246802,-1.793806861,Honda,Wednesday,-8.418040398,-1767.95,0.0,0.938238692,Aug,2.593483896,America,-0.393278466
85,43.12071513,-5.858667959,Volkswagen,Wednesday,2.95637861,1466.58,0.0,5.781695385,Sep,-13.25866675,America,-1.777716039
86,-18.17884164,-10.78699542,BMW,Wednesday,4.974784542,-800.61,0.01,0.407068792,Jul,16.8063319,Asia,1.180312859
87,18.42149396,15.60667334,BMW,Wednesday,-2.1266136,536.0,0.01,-0.523402582,Sep,11.63112328,Asia,-0.536336012
88,-8.036702195,-0.627227786,BMW,Wednesday,-0.044733465,141.95,0.0,5.203305692,Jul,13.32065964,Asia,1.901085075
89,18.1002438,5.834540656,Toyota,Wednesday,-4.931616888,-1195.59,-0.02,1.545334044,May,-2.073081919,Asia,0.108206368
90,15.84548116,-9.481287839,Volkswagen,Wednesday,-0.388196401,447.72,0.0,0.631196833,Jun,-2.581694206,Asia,-0.281863313
91,-27.00452351,14.84671431,Volkswagen,Wednesday,3.317234981,-60.31,0.01,0.444495628,Jul,9.648189094,Asia,0.000539077
92,43.03870247,-18.66637308,Toyota,Wednesday,4.185681037,-398.31,0.0,0.350874893,Jul,-10.44451409,Asia,1.662724379
93,18.00764757,14.4974065,Toyota,Thursday,-2.637841132,-804.32,-0.01,9.642561781,Jun,-1.720820993,Asia,0.003797166
94,57.59204289,18.96787799,Toyota,Thursday,3.88491712,202.24,0.0,-8.279699802,May,3.367729076,Asia,2.521958814
95,16.04677204,-7.845678686,Toyota,Wednesday,0.5698945,-251.45,0.01,3.369166464,Jun,-3.98883274,Asia,-0.709618834
96,63.03208089,-15.11723468,Volkswagen,Tuesday,0.475734524,-1881.71,-0.01,3.483564685,May,-6.2496212,Asia,-1.900546743
97,-18.60128944,-6.076727591,BMW,Wednesday,-3.574902861,-566.85,-0.02,-9.27052305,May,5.239415162,Asia,-0.777745458
98,7.601567172,-11.31361142,Volkswagen,Thursday,-3.201481749,-1327.19,-0.01,4.636576969,Aug,1.166213334,Asia,-0.748895556
99,3.560624836,33.2636742,BMW,Wednesday,4.368719989,-386.59,0.0,2.992125476,Sep,-4.671726719,Asia,-1.209648096
100,28.68315028,6.104192696,Volkswagen,Thursday,-5.350999828,-473.01,0.0,0.666299644,Aug,-1.258236693,Asia,-0.653688254
101,3.88126658,0.474698272,Volkswagen,Wednesday,-3.695146105,-275.08,0.01,-8.602880712,Jul,-3.520703354,Asia,-0.131529825
102,-16.97068729,-18.63844021,Toyota,Wednesday,2.649034202,-1939.71,0.0,0.614675076,Aug,2.459205877,Asia,-0.856948545
103,38.26666785,2.041908208,Volkswagen,Wednesday,0.51235957,114.56,0.0,-7.206785803,Sep,-8.312223271,Asia,1.801250208
104,11.00073565,0.439698736,Volkswagen,Thursday,0.326108206,-3.77,0.01,-3.749868622,May,-0.663414251,Asia,-1.640530633
105,60.21881206,-28.41104557,Tesla,Wednesday,-2.852199975,1062.57,-0.01,-6.496031927,Jun,7.09452623,Asia,0.847762581
106,48.79281431,-10.41805859,Toyota,Thursday,4.857007631,2112.46,-0.01,2.193935227,Sep,8.702723388,Asia,0.866563699
107,9.478172621,10.12766505,Toyota,Thursday,1.202256107,-2414.82,0.0,-3.672537846,Sep,-3.450640894,Asia,-1.120977377
108,33.63241734,-11.42844831,Toyota,Thursday,-1.844998952,-420.56,0.0,-6.869499337,Aug,1.661863125,Asia,0.498888664
109,35.61719222,19.22599631,BMW,Wednesday,-0.682613016,-284.52,-0.02,4.121931648,Jul,-0.972615009,Europe,-0.105917138
110,7.505511823,-1.085476498,Volkswagen,Thursday,-2.027681286,738.4,0.02,2.913473992,Jul,4.892351916,Asia,0.037199686
111,37.73911945,32.20768116,Tesla,Wednesday,2.888379206,-80.82,-0.02,-1.934546254,Aug,7.796516409,Asia,-0.355678026
112,4.377439846,-6.388792358,Toyota,Wednesday,-1.609619612,-1611.33,0.02,1.384535843,Jun,-3.265998508,Asia,-1.134685535
113,47.53328607,-15.47772153,Honda,Thursday,-1.717412928,-468.82,0.0,-1.988910571,Aug,7.692616318,Asia,0.582117717
114,-19.91854337,1.035983865,BMW,Wednesday,1.158336691,130.0,-0.01,-2.652394443,Jul,23.65303773,Asia,1.858356197
115,22.67470197,-1.521057819,Chrysler,Thursday,3.536402034,-2128.17,0.0,-3.720596464,May,-6.061292237,Asia,1.122924071
116,10.8967669,-4.995059939,Volkswagen,Wednesday,-7.389200403,-788.84,0.0,0.832436981,Jul,-18.28954778,Asia,-1.114428738
117,11.35435641,-30.22026608,Honda,Wednesday,-0.487556558,-41.68,-0.01,3.679021712,Oct,5.187318955,Asia,-0.818220159
118,-24.14894351,-1.145874592,Honda,Wednesday,-2.239699585,18.41,0.0,2.997216057,Jun,14.78825516,Asia,-1.16781893
119,70.43336267,-45.59490082,Honda,Thursday,-1.469956405,1276.51,-0.01,-4.169467892,Jul,14.30635782,Asia,0.099698121
120,-14.50570673,6.198797859,BMW,Thursday,-0.354461771,-1273.49,-0.02,-4.308990938,Jun,13.01972207,Asia,-0.877135411
121,26.73370668,16.81735389,Toyota,Wednesday,-0.508127726,-251.93,-0.01,-3.507039531,Jun,5.40216458,Asia,-1.046556074
122,25.76927357,0.964671303,Tesla,Thursday,-1.386251146,2144.95,0.0,8.906817579,Jun,-4.960997496,Asia,-0.313322058
123,7.016843397,-47.25398286,Honda,Wednesday,-1.100832682,-940.13,0.0,0.331635905,Sep,6.480106878,Asia,-0.883920079
124,-31.31228808,-34.84786331,Toyota,Wednesday,-4.795429768,-842.62,-0.01,-0.855544794,Jul,-2.110131459,Asia,2.311484411
125,-16.95808802,0.758341713,Volkswagen,Thursday,0.759372492,-2120.13,0.0,-6.548891084,Jul,-3.927616972,Asia,0.204330756
126,16.40168904,-6.327134643,BMW,Wednesday,2.663760352,1444.7,0.02,0.239310666,May,7.020593015,Asia,0.03543458
127,12.44547176,-7.947527173,Honda,Thursday,1.420151132,823.01,0.01,7.667254348,Jul,4.67681287,Asia,0.223115971
128,-21.34024274,-19.28145223,BMW,Wednesday,1.39176886,-427.81,0.0,-13.15303785,Jun,-1.869415403,Asia,-1.690099399
129,49.60162169,-10.52612577,Toyota,Thursday,0.868905976,2217.1,-0.01,5.956364119,Aug,15.35212575,Asia,0.466246105
130,-25.14612495,11.80069701,Toyota,Thursday,3.201572182,-248.06,0.01,-2.18602227,May,12.14571348,Asia,-0.643163684
131,-1.519221166,-1.359321681,Toyota,Wednesday,-9.425153277,334.28,0.01,7.238002599,May,0.454278219,Asia,-0.657150676
132,31.04088873,-17.30495935,BMW,Wednesday,-4.278223007,1448.39,0.02,-7.645200125,Jul,-10.38789569,Asia,0.26380805
133,-21.6792797,11.49790554,Honda,Wednesday,0.386999048,-514.75,0.01,6.959763043,May,7.935036086,Asia,0.797296839
134,62.13935857,-23.64187257,Honda,Wednesday,-5.142414177,955.86,-0.02,-8.536956314,Oct,1.653902214,Asia,-1.302988751
135,33.47331497,-5.4609201,Volkswagen,Wednesday,0.441045376,-324.31,0.01,0.647453971,Aug,0.515931884,Asia,-1.517398662
136,-20.54146399,-2.705736555,Volkswagen,Wednesday,-0.844405215,227.04,0.01,1.989202096,Aug,1.337353076,Asia,-0.018207957
137,-24.67249678,0.863572086,Volkswagen,Thursday,5.394559303,-753.67,0.0,-7.013591402,Jul,13.94958233,Asia,-1.47883674
138,-33.80321403,16.7214324,Toyota,Wednesday,2.966657568,-456.8,0.02,5.355364215,Jul,-6.697519949,Asia,1.534277793
139,105.4306921,17.97750021,BMW,Thursday,1.284641521,688.19,0.0,0.466987472,Oct,-1.026240825,Asia,0.440896144
140,17.91777395,6.997752812,Toyota,Wednesday,-6.185070209,2470.88,-0.01,-3.600733643,Oct,-3.363241435,Asia,-1.060370944
141,57.95774007,-14.8938669,BMW,Thursday,-0.463880153,294.63,-0.01,-0.331856825,Sep,13.58266997,America,0.764716562
142,-48.22796382,1.134012702,Toyota,Wednesday,1.635328916,-2170.98,-0.01,1.917905702,May,0.439431698,Asia,-0.436823437
143,17.09345333,2.969345164,Volkswagen,Thursday,4.461318267,-288.08,0.02,3.944199869,Aug,8.568118224,Asia,-0.013766081
144,-4.056553336,24.55418139,Toyota,Thursday,11.0122835,-906.84,0.01,3.496885027,Mar,-4.499000476,Asia,-0.512552756
145,51.63330531,-14.07656807,Toyota,Thursday,0.159734108,1596.24,-0.01,-13.88905131,Jul,-2.957592105,America,0.310013956
146,104.4168219,-71.02393289,Volkswagen,Wednesday,2.426539545,-483.75,0.0,0.007992372,Sep,-7.439874233,America,1.245315961
147,-13.24169062,-35.79239267,Tesla,Wednesday,0.385510563,1058.94,0.0,2.098940662,Jun,-3.555941373,Asia,-0.728044107
148,-7.830799492,-1.605679368,Honda,Thursday,-0.713397728,502.86,0.0,8.260070906,Jun,-7.308957237,Asia,1.139921241
149,31.07990934,-0.391273022,Toyota,Wednesday,-0.658481007,795.48,0.0,-2.99956758,Jun,-7.297106635,Asia,1.054575411
150,22.86084229,-1.347967614,Volkswagen,Monday,-3.370369158,-431.56,0.0,9.210238263,Sep,6.202781405,Asia,-0.274089942
151,-20.45445694,-5.535326676,Volkswagen,Wednesday,1.522795564,-2124.46,0.0,3.068469998,Jun,7.070331526,Asia,1.134196778
152,-33.18154373,21.19310465,Volkswagen,Thursday,2.572407268,533.54,0.0,-2.287543303,Aug,0.245354834,Asia,-0.697799816
153,-44.64257855,-27.56872035,Volkswagen,Wednesday,6.030612436,-1699.78,0.01,-5.413321567,Jul,-7.178986756,Asia,-0.639020442
154,1.930577941,-6.761423212,Volkswagen,Wednesday,2.772620253,783.9,0.02,-1.103655961,Jun,9.358236908,Asia,2.125204659
155,-14.22550957,0.184981877,Honda,Thursday,1.464225558,-1384.14,0.0,-6.238180138,May,-2.48797382,Asia,0.337064448
156,-26.58583286,-26.44274274,Volkswagen,Wednesday,3.343093212,-858.13,0.0,4.700144713,Jul,5.928736791,Asia,-0.720178534
157,47.51407113,-15.77961145,Honda,Thursday,4.535074612,1505.43,0.0,1.254479455,Jun,1.293041449,Asia,-1.409374285
158,-16.22925751,-14.45419968,BMW,Wednesday,2.830209613,-1281.55,0.01,2.483112639,Jul,-12.58156415,Asia,-0.88709254
159,-30.39622817,6.454555841,Tesla,Wednesday,0.421883342,1065.88,0.01,-4.699042908,May,2.967591761,Asia,1.732168937
160,-3.22000246,-11.43000035,Toyota,Wednesday,-0.668583003,-598.16,-0.01,-1.227191978,Jun,8.894037406,Asia,-0.797794855
161,21.62064414,-13.36547326,Honda,Wednesday,7.816258893,123.03,-0.01,-4.4815831,Aug,14.68786919,Asia,0.581577783
162,-18.49307246,14.23987278,BMW,Thursday,0.179937012,-926.89,-0.01,-8.955765364,Jun,6.359168433,Asia,-1.534856602
163,-10.95024977,10.38389876,Tesla,Thursday,0.984142202,650.59,0.01,-1.808511757,Jul,0.270009123,Asia,0.268621987
164,-2.547253751,17.61506129,BMW,Thursday,3.706720912,-1981.93,0.0,10.59781832,Jun,11.41255982,Asia,2.044206257
165,19.82605808,24.36469647,Volkswagen,Thursday,-1.508284427,-2138.07,-0.03,-10.78292732,Jul,12.28621883,America,0.579679921
166,-54.18374253,-9.4542555,Toyota,Wednesday,4.811008697,486.71,0.02,2.653810258,Apr,8.343091888,Asia,-2.847429457
167,4.967111319,-35.94182144,Tesla,Wednesday,1.987289063,1099.63,-0.01,-0.240540562,Jun,20.63389276,Asia,-1.384519214
168,-1.944900717,-10.82023227,Toyota,Wednesday,-4.115035772,-995.39,0.0,-2.864025867,May,-11.66290892,Asia,-0.051322942
169,22.65001329,-16.07700172,Honda,Thursday,-3.179790523,-1498.58,-0.01,6.827790697,May,-7.94808679,Asia,0.805117604
170,6.544785903,2.081271346,Honda,Wednesday,-2.52324808,1015.59,0.0,-3.840935925,Aug,-9.42594494,Asia,0.52412977
171,-0.771967613,13.32244987,BMW,Wednesday,2.608857378,336.18,0.0,4.963017766,Jun,8.604143111,Europe,-1.890811079
172,14.30715622,-4.590352758,Volkswagen,Wednesday,0.228613181,-900.77,0.01,-1.812320569,Aug,4.744343385,Asia,-1.120137336
173,70.16123681,-31.15420961,Toyota,Thursday,1.311322923,1919.96,-0.01,-2.925080744,Aug,-9.17727407,Asia,-1.593655281
174,31.23266855,-13.26525196,BMW,Wednesday,-3.643767049,-995.27,0.0,-3.679209887,Jul,-10.61272959,America,-0.603789414
175,31.40223505,-38.83961034,Volkswagen,Thursday,-0.209109012,160.86,-0.01,-1.78214552,Sep,9.232435462,Asia,-3.511749458
176,21.68876538,13.08640596,Toyota,Thursday,-1.508128891,-701.21,0.0,8.21731651,May,7.67731968,Asia,-0.729660864
177,14.13040866,-13.43245861,Toyota,Thursday,-5.72537219,-423.56,0.0,2.644870214,Aug,4.312743182,Asia,-0.456999438
178,-13.44318646,-7.268723231,Chrysler,Wednesday,4.878785757,-1022.39,0.0,-2.125304695,Jun,8.385533528,Asia,-1.498280878
179,13.43878216,-21.89052747,Tesla,Wednesday,-0.0430364,1033.17,0.02,-6.106624582,Jun,-4.843333554,America,-0.089882251
180,-41.30130559,-9.943674487,BMW,Thursday,-2.028161188,-485.58,0.0,1.21318479,Jun,2.285265075,Asia,-0.947798831
181,-22.20049181,5.734667611,Toyota,Thursday,-0.16785741,-1053.26,0.01,-11.25278662,Jul,9.649590327,Asia,-1.222675262
182,-19.49681452,17.01779212,Honda,Wednesday,2.214108611,-661.29,-0.01,-1.367701966,Apr,2.281691866,Asia,-1.494467536
183,-21.48093866,8.593708255,BMW,Thursday,4.451524114,457.14,0.0,-1.989077226,Sep,9.544800516,Asia,-0.439870823
184,13.37566542,10.57895834,Volkswagen,Thursday,-6.349182233,-1189.09,0.0,-2.681122427,Sep,-7.575791443,Asia,1.051978362
185,38.49709672,-22.72062981,Volkswagen,Thursday,-7.07265035,-204.85,-0.01,4.66769741,Aug,-1.152748312,Asia,0.182403982
186,8.739879696,-0.214970611,Toyota,Thursday,0.428367647,812.82,-0.02,-1.992095721,Apr,1.900183502,Asia,-1.41870156
187,39.42122994,-7.495281467,Toyota,Wednesday,-0.184068009,-7.87,-0.01,-9.414248177,May,2.732961126,Asia,-0.788743396
188,55.84770658,-7.827693551,BMW,Thursday,-2.277958914,-725.33,-0.01,-3.884416127,Aug,-3.587427179,Asia,1.341948916
189,70.46425997,-4.147143657,Toyota,Wednesday,-3.323857013,1104.7,-0.02,0.308171338,Sep,1.858484924,Asia,0.373235052
190,-12.38608797,-1.818314833,Honda,Wednesday,2.2503551,-509.19,0.0,5.869596631,Sep,-5.807232691,Asia,0.21107028
191,73.06889301,-5.157646455,Toyota,Thursday,-3.300349803,356.26,0.0,0.76117049,Jul,-0.354838252,America,-0.00797194
192,28.0468778,-4.619021756,Toyota,Wednesday,-3.748858391,160.65,-0.02,2.028739136,Aug,0.06040606,Asia,-0.076265332
193,9.679824043,-3.254814137,Volkswagen,Wednesday,3.594360715,2108.98,0.0,-14.16385529,Aug,-0.69805112,Asia,0.267333116
194,-16.71045008,3.373251661,Toyota,Wednesday,1.447081488,864.92,0.0,-7.923283005,Jul,22.53729055,Asia,-0.670789231
195,0.006823865,-15.96761921,Toyota,Wednesday,2.281183712,-529.87,0.0,1.970864435,Jul,-8.201881207,Asia,0.523732428
196,33.19598145,-9.165734994,Toyota,Thursday,-4.192152208,1293.57,0.0,-2.610388605,Jun,-15.27793165,Asia,1.083875792
197,-3.327133719,23.74605645,Volkswagen,Wednesday,-2.179028396,75.25,0.0,13.66564057,Sep,-1.371378077,Asia,-0.937809501
198,37.2295157,3.160081256,Volkswagen,Friday,-5.129719183,-103.14,-0.01,-0.969901793,Aug,-11.39569799,Asia,-0.390006122
199,-5.372789523,-4.705834625,Volkswagen,Thursday,-5.210394448,-1230.33,-0.01,-1.499363089,Jun,6.959943688,Asia,0.963569442
200,20.95285802,21.35402096,Volkswagen,Wednesday,-2.336039132,912.88,0.0,-0.037409598,Jul,-7.197439249,Asia,-1.48039868
201,11.42189482,-22.35359311,Toyota,Tuesday,6.312641746,432.93,-0.02,-7.022834503,Jul,-9.210216466,Asia,0.163080658
202,22.19276085,-24.79501213,Toyota,Thursday,0.534982842,-756.85,-0.01,4.748345723,Aug,-14.99006431,Asia,0.887858931
